,0
243970,"[('Alien Breed 2: Assault', 0.137), ('Line of Sight', 0.124), ('Satellite Reign', 0.119), ('Of Guards And Thieves', 0.103), ('Windward', 0.103)]"
324310,"[('Bus Driver', 0.256), ('Bus-Simulator 2012', 0.224), ('Fernbus Simulator', 0.171), ('Cities: Skylines', 0.155), ('New York Taxi Simulator', 0.146)]"
468560,"[('Ori and the Blind Forest: Definitive Edition', 0.157), ('Auditorium', 0.112), ('Quantum Conundrum', 0.101), ('Sven Co-op', 0.1), ('Dreamfall Chapters', 0.081)]"
244590,"[('Lethal League', 0.189), ('G-Ball', 0.181), ('ACE - Arena: Cyber Evolution', 0.177), ('Survarium', 0.112), ('Skara - The Blade Remains', 0.105)]"
204080,"[('System Shock 2', 0.0), ('The Silent Age', 0.0), ('Aviary Attorney', 0.0), ('The Old Tree', 0.0), ('Grand Theft Auto: Episodes from Liberty City', 0.0)]"
293760,"[('Game Dev Tycoon', 0.156), ('Industry Empire', 0.118), ('Europa Universalis IV', 0.113), ('Cities XXL', 0.104), ('Lords of the Black Sun', 0.102)]"
381120,"[('Dungeon Siege III', 0.147), ('Serious Sam 2', 0.14), ('Serious Sam: The Random Encounter', 0.129), ('Shop Heroes', 0.099), ('Golden Rush', 0.094)]"
397690,"[('Steel Storm: Burning Retribution', 0.129), (""Galagan's Island: Reprymian Rising"", 0.129), ('Project Starship', 0.118), ('Mushihimesama', 0.109), ('99 Levels To Hell', 0.101)]"
233740,"[('Rogue Legacy', 0.154), ('The Final Station', 0.151), ('Super Amazing Wagon Adventure', 0.147), ('Last Hope - Tower Defense', 0.113), ('Orcs Must Die! Unchained', 0.107)]"
353130,"[('Dragons and Titans', 0.186), ('Gas Guzzlers Extreme', 0.179), ('Magicmaker', 0.175), ('Rabi-Ribi', 0.167), ('Riders of Icarus', 0.162)]"
242570,"[('Altitude', 0.262), ('Hexcells', 0.189), ('Hexcells Infinite', 0.176), ('Hexcells Plus', 0.174), ('Total War: WARHAMMER', 0.162)]"
371420,"[('Teddy Floppy Ear - Kayaking', 0.248), ('Teddy Floppy Ear - Mountain Adventure', 0.219), (""Hamilton's Great Adventure"", 0.154), ('Zero Gear', 0.137), ('BRINK', 0.122)]"
327070,"[('The Age of Decadence', 0.184), ('Battle Brothers', 0.164), ('Life is Feudal: Your Own', 0.16), ('EVE Online', 0.159), ('Mortal Online', 0.15)]"
352950,"[('Blades of Time', 0.188), ('Forsaken Isle', 0.186), ('Danganronpa 2: Goodbye Despair', 0.147), ('The Witness', 0.137), ('ARK: Survival Evolved', 0.134)]"
272890,"[('Jack Nicklaus Perfect Golf', 0.324), ('Golf With Your Friends', 0.292), ('Worms Crazy Golf', 0.235), ('Zeno Clash', 0.125), ('Risk of Rain', 0.113)]"
297350,"[('Cities: Skylines', 0.16), ('Mordheim: City of the Damned', 0.147), ('Bus Simulator 16', 0.142), ('Montas', 0.134), ('Maximum Override', 0.13)]"
70100,"[('Invisible Apartment', 0.172), ('Clandestine', 0.154), ('Hacknet', 0.122), ('BRINK', 0.12), ('Uplink', 0.12)]"
222520,"[('Realm of the Mad God', 0.161), ('EVE Online', 0.125), ('Heliborne', 0.125), ('Mortal Online', 0.115), ('8BitMMO', 0.109)]"
258520,"[('Eleusis', 0.097), ('Hyposphere', 0.093), ('Firewatch', 0.089), ('Front Mission Evolved', 0.089), ('APOX', 0.088)]"
220900,"[('Plantera', 0.131), ('Woodcutter Simulator 2013', 0.12), ('Transformice', 0.106), ('The Age of Decadence', 0.094), ('Secret Files: Tunguska', 0.081)]"
219680,"[('Montas', 0.145), ('Amnesia: The Dark Descent', 0.143), ('Zeno Clash', 0.142), ('Wolfenstein: The New Order', 0.13), ('Unmechanical', 0.116)]"
326410,"[('Naval Action', 0.203), (""No Man's Sky"", 0.194), ('3089 -- Futuristic Action RPG', 0.187), ('FTL: Faster Than Light', 0.172), ('One More Dungeon', 0.164)]"
296490,"[('Last Hope - Tower Defense', 0.171), ('Revenge of the Titans', 0.158), ('ORION: Prelude', 0.147), ('Defense Grid: The Awakening', 0.147), ('Sanctum', 0.144)]"
413410,"[('Stop Online - Battle of Words', 0.099), ('Dead Pixels', 0.093), ('The Testament of Sherlock Holmes', 0.079), ('One Thousand Lies', 0.078), ('HITMAN™', 0.076)]"
225280,"[('Viking: Battle for Asgard', 0.144), ('Only If', 0.126), ('Dream', 0.104), ('PARTICLE MACE', 0.09), ('Absolute Drift', 0.084)]"
227800,"[('Sanctum', 0.126), ('Defense Technica', 0.113), ('Revenge of the Titans', 0.112), ('Botanicula', 0.108), ('Fieldrunners', 0.106)]"
389220,"[('Cities: Skylines', 0.153), ('3079 -- Block Action RPG', 0.139), ('Canabalt', 0.137), ('The Old City: Leviathan', 0.13), ('Space Pirates and Zombies', 0.13)]"
337040,"[('The Cave', 0.099), ('OlliOlli2: Welcome to Olliwood', 0.091), ('Sepia Tears', 0.09), ('Aeon Command', 0.079), ('Daylight', 0.078)]"
493370,"[('Ragnarok Online 2', 0.31), ('Myst: Masterpiece Edition', 0.142), ('Space Hulk Ascension', 0.132), ('Cubemen', 0.124), ('Simply Chess', 0.121)]"
350150,"[('BeamNG.drive', 0.263), ('Street Legal Racing: Redline v2.3.1', 0.208), ('RAGE', 0.169), ('TerraTech', 0.164), ('Wild Warfare', 0.157)]"
335840,"[('Cinders', 0.136), ('Bridge Project', 0.136), ('Poly Bridge', 0.09), (""Eternity's Child"", 0.09), ('Brothers - A Tale of Two Sons', 0.082)]"
401190,"[('theHunter: Primal', 0.235), ('Deer Hunt Legends', 0.204), ('Primal Carnage', 0.153), ('ORION: Prelude', 0.152), ('Echoes+', 0.145)]"
332500,"[('Fragmented', 0.238), ('Craft The World', 0.187), ('Reign Of Kings', 0.186), ('The Isle', 0.167), ('Castle Story', 0.156)]"
491260,"[('Life is Hard', 0.135), ('Pendragon Rising', 0.133), ('Counter-Strike', 0.112), ('Reign Of Kings', 0.103), ('Insurgency', 0.092)]"
317820,"[('Hack, Slash, Loot', 0.292), ('Towns', 0.22), ('Instant Dungeon!', 0.195), ('Dungeon Souls', 0.182), ('FATE', 0.178)]"
222730,"[('SpaceCorn', 0.208), ('Mars: War Logs', 0.207), ('Out There Somewhere', 0.179), ('The Tiny Bang Story', 0.175), ('Planet Explorers', 0.161)]"
247950,"[('Hero Siege', 0.208), ('Sacred 2 Gold', 0.197), ('Croixleur Sigma', 0.192), (""Hack 'n' Slash"", 0.182), ('Wolcen: Lords of Mayhem', 0.174)]"
201570,"[('Gamma Bros 1.5', 0.21), ('Hatred', 0.197), ('HELLDIVERS™', 0.185), ('Dragon Age: Origins - Ultimate Edition', 0.17), ('Heavy Fire: Afghanistan', 0.169)]"
384310,"[('Forsaken Isle', 0.258), ('Crea', 0.157), ('Empyrion - Galactic Survival', 0.145), ('Noct', 0.141), ('Steel Rain', 0.137)]"
1510,"[('Gunpoint', 0.136), ('Hacker Evolution', 0.12), ('Teeworlds', 0.091), ('The Black Watchmen', 0.077), ('Dead In Bermuda', 0.074)]"
384180,"[('Governor of Poker 3', 0.24), ('SpeedRunners', 0.164), ('Strike.is: The Game', 0.116), ('Card Hunter', 0.114), ('Cubic Castles', 0.111)]"
4500,"[('S.T.A.L.K.E.R.: Clear Sky', 0.29), ('S.T.A.L.K.E.R.: Call of Pripyat', 0.218), ('Dungeon Siege III', 0.177), ('Survarium', 0.136), (""The Beginner's Guide"", 0.127)]"
399120,"[('Half-Life 2: Episode Two', 0.182), ('Black Mesa', 0.141), ('The Escapists', 0.128), ('Half-Life Deathmatch: Source', 0.125), ('Half-Life 2: Episode One', 0.112)]"
281820,"[('Undead Overlord', 0.129), ('Fistful of Frags', 0.127), ('Aerofly FS 1 Flight Simulator', 0.113), ('Double Action: Boogaloo', 0.106), ('Thief Town', 0.105)]"
318530,"[('Armed with Wings: Rearmed', 0.109), ('Tinboy', 0.101), ('Super Night Riders', 0.088), ('Wings of Prey', 0.081), ('Ultratron', 0.08)]"
25980,"[('Gun Done', 0.232), ('Majesty 2 Collection', 0.226), ('A New Beginning - Final Cut', 0.151), ('RPG Tycoon', 0.098), (""Little King's Story"", 0.086)]"
246700,"[('Scribblenauts Unlimited', 0.138), ('Counter-Strike: Global Offensive', 0.122), ('GoD Factory: Wingmen', 0.107), ('You Have to Win the Game', 0.102), ('Counter-Strike Nexon: Zombies', 0.101)]"
214970,"[('You Have 10 Seconds 2', 0.192), ('Elsword', 0.186), ('Axiom Verge', 0.163), ('Gomo', 0.163), ('Rogue Shooter: The FPS Roguelike', 0.156)]"
209540,"[('The Banner Saga', 0.147), (""Jane's Advanced Strike Fighters"", 0.142), ('Homeworld Remastered Collection', 0.124), ('From Dust', 0.122), ('Secret Ponchos', 0.118)]"
314410,"[('10,000,000', 0.253), ('Dungeon Fighter Online', 0.167), ('Retro/Grade', 0.16), ('Instant Dungeon!', 0.144), ('Phantom Breaker: Battle Grounds', 0.14)]"
60,"[('3079 -- Block Action RPG', 0.179), ('Deep Dungeons of Doom', 0.173), ('Binary Domain', 0.159), ('Team Fortress Classic', 0.146), ('Defiance', 0.137)]"
30,"[('Wings of Prey', 0.123), ('The Entente Gold', 0.119), ('Men of War: Assault Squad 2', 0.102), ('Stronghold HD', 0.101), ('Stronghold Crusader HD', 0.101)]"
375820,"[('Mini Motor Racing EVO', 0.176), (""Little King's Story"", 0.163), ('Zoombinis', 0.151), ('Little Inferno', 0.122), ('The Fifth Day', 0.111)]"
385830,"[('The Withering', 0.199), ('Alan Wake', 0.123), ('Gnomoria', 0.121), ('Detective Grimoire', 0.119), ('Xenonauts', 0.113)]"
257510,"[('Sigils of Elohim', 0.202), ('March of the Living', 0.139), ('The Swapper', 0.114), ('Only If', 0.11), ('Etherium', 0.106)]"
27020,"[('Hippocampal: The White Sofa', 0.117), ('Stop Online - Battle of Words', 0.105), ('the static speaks my name', 0.101), ('World War III: Black Gold', 0.091), ('Influent', 0.091)]"
292180,"[('Altitude', 0.225), ('BIT.TRIP RUNNER', 0.165), ('Hexcells', 0.155), ('You Have 10 Seconds 2', 0.154), ('Hexcells Infinite', 0.145)]"
521570,"[('You Have 10 Seconds', 0.459), ('Half Minute Hero: Super Mega Neo Climax Ultimate Boy', 0.41), ('Obulis', 0.199), ('Intrusion 2', 0.192), (""Jane's Advanced Strike Fighters"", 0.188)]"
410340,"[('Microsoft Flight Simulator X: Steam Edition', 0.169), ('Supraball', 0.164), ('SNOW', 0.122), ('MapleStory', 0.12), ('Aerofly FS 1 Flight Simulator', 0.116)]"
280740,"[('Portal Stories: Mel', 0.217), ('Rexaura', 0.214), ('Portal', 0.211), ('Space Farmers', 0.203), ('Thinking with Time Machine', 0.198)]"
448370,"[('Immortal Defense', 0.139), ('WAKFU', 0.106), ('Grand Ages: Medieval', 0.094), ('iBomber Defense', 0.093), ('Dungeon Defenders', 0.09)]"
248800,"[('Big Thinkers 1st Grade', 0.121), ('Men of War: Vietnam', 0.098), (""Helen's Mysterious Castle"", 0.093), ('Chaos Domain', 0.088), ('The Walking Dead', 0.086)]"
345200,"[('Feed and Grow: Fish', 0.197), ('Monster Loves You!', 0.137), ('Mitos.is: The Game', 0.125), ('Critter Crunch', 0.125), ('Amnesia: A Machine for Pigs', 0.112)]"
338000,"[('Max: The Curse of Brotherhood', 0.183), ('Max Payne 2: The Fall of Max Payne', 0.16), ('Axiom Verge', 0.147), ('Dinosaur Hunt', 0.145), ('Cubemen', 0.134)]"
274290,"[('Missing Translation', 0.108), ('Jolly Rover', 0.108), ('Monster Loves You!', 0.104), ('inMomentum', 0.103), ('Comedy Quest', 0.102)]"
265000,"[('Hand of Fate', 0.167), ('We Slay Monsters', 0.147), ('Spellsworn', 0.127), ('Tap Heroes', 0.124), ('Magic Duels', 0.121)]"
41000,"[('Serious Sam Classic: The First Encounter', 0.65), ('Serious Sam Classic: The Second Encounter', 0.503), ('Serious Sam 2', 0.243), ('Serious Sam Classics: Revolution', 0.186), ('Serious Sam: The Random Encounter', 0.148)]"
108500,"[('Soul Gambler', 0.175), ('The Fifth Day', 0.168), ('Chronology', 0.127), ('Warframe', 0.125), ('Condemned: Criminal Origins', 0.122)]"
449470,"[('Mortal Online', 0.183), ('MapleStory', 0.139), ('Lichdom: Battlemage', 0.138), ('Dragon Saga', 0.116), ('EVE Online', 0.113)]"
312530,"[('World of Guns: Gun Disassembly', 0.15), ('Quake III Arena', 0.123), ('Binary Domain', 0.116), ('Jagged Alliance - Back in Action', 0.113), ('Relic Hunters Zero', 0.104)]"
243450,"[('MotoGP™13', 0.11), ('Trials 2: Second Edition', 0.104), ('Stellar 2D', 0.099), ('MX vs. ATV Reflex', 0.078), ('Mortal Online', 0.077)]"
248650,"[('Unium', 0.218), ('Thomas Was Alone', 0.178), ('Spate', 0.125), ('Quantum Conundrum', 0.119), ('Bitardia', 0.117)]"
70400,"[('Skyborn', 0.151), ('Hero of the Kingdom', 0.145), ('Cinders', 0.124), ('16bit Trader', 0.12), ('Always Sometimes Monsters', 0.102)]"
250640,"[('1943 Megami Strike', 0.227), ('Sacred 3', 0.192), (""Hack 'n' Slash"", 0.185), ('X-Blades', 0.18), ('Hammerwatch', 0.157)]"
263300,"[('Project Explore', 0.182), ('Fighties', 0.159), ('Endless Sky', 0.158), ('Stellar 2D', 0.157), ('GUILTY GEAR Xrd -SIGN-', 0.155)]"
43500,"[('Carpe Diem', 0.156), ('Garbage Day', 0.153), ('Unium', 0.125), ('Space Farmers', 0.119), ('Game of Thrones - A Telltale Games Series', 0.115)]"
382890,"[('FINAL FANTASY VII', 0.314), ('FINAL FANTASY IV', 0.28), ('FINAL FANTASY III', 0.176), ('Loren The Amazon Princess', 0.162), ('FINAL FANTASY X/X-2 HD Remaster', 0.159)]"
232010,"[('Scania Truck Driving Simulator', 0.395), ('Snuggle Truck', 0.185), ('American Truck Simulator', 0.154), ('The Juicer', 0.13), ('The Entente Gold', 0.12)]"
38600,"[('New kind of adventure', 0.111), (""Don't Die Dateless, Dummy!"", 0.102), ('Worm.is: The Game', 0.099), ('Avernum 2: Crystal Souls', 0.093), ('Croixleur Sigma', 0.091)]"
354380,"[(""Assassin's Creed Freedom Cry"", 0.116), ('NOT A HERO', 0.084), ('Dead Space', 0.082), ('Dishonored', 0.082), ('HITMAN™', 0.082)]"
240600,"[('Urban Trial Freestyle', 0.11), ('Supraball', 0.103), ('Rogue Stormers', 0.102), ('One More Dungeon', 0.093), ('BLOCKADE 3D', 0.091)]"
9200,"[('Hydrophobia: Prophecy', 0.211), ('Scraps: Modular Vehicle Combat', 0.169), ('One More Dungeon', 0.151), ('APOX', 0.137), ('Goat Simulator', 0.125)]"
362620,"[('SpaceChem', 0.13), ('TerraTech', 0.12), ('Castlevania: Lords of Shadow 2', 0.109), ('Cities XXL', 0.099), ('Life is Hard', 0.094)]"
398850,"[('The Fall', 0.115), ('Stop Online - Battle of Words', 0.114), ('Vessel', 0.108), ('bit Dungeon II', 0.105), ('Hektor', 0.105)]"
361800,"[('Terraria', 0.233), ('Microsoft Flight Simulator X: Steam Edition', 0.167), ('From Dust', 0.16), ('Toki Tori 2+', 0.142), ('LEGO® STAR WARS™: The Force Awakens', 0.127)]"
301910,"[('Divekick', 0.093), ('Lovely Planet', 0.082), ('The Quest', 0.079), ('99 Levels To Hell', 0.078), ('Memories of a Vagabond', 0.077)]"
347830,"[('Ubersoldier II', 0.139), ('Sniper Elite', 0.12), ('Supreme Commander', 0.1), ('Another Perspective', 0.097), ('This War of Mine', 0.096)]"
289340,"[('Pro Gamer Manager', 0.142), ('Deep Dungeons of Doom', 0.132), ('Cargo Commander', 0.107), ('Ricochet', 0.104), ('Warehouse and Logistics Simulator', 0.095)]"
422420,"[('APOX', 0.226), ('Lambda Wars Beta', 0.202), ('Future Wars', 0.195), ('LEGO® STAR WARS™: The Force Awakens', 0.184), ('Revenge of the Titans', 0.178)]"
319910,"[('Fieldrunners 2', 0.127), ('You Must Build A Boat', 0.126), ('Scribblenauts Unlimited', 0.124), ('Avernum 2: Crystal Souls', 0.119), ('Ys Origin', 0.115)]"
3830,"[('Costume Quest 2', 0.302), ('Costume Quest', 0.272), ('Crystal Story II', 0.125), ('Amygdala', 0.115), ('Double Action: Boogaloo', 0.098)]"
495910,"[('Retro/Grade', 0.211), ('Megabyte Punch', 0.2), ('Rampage Knights', 0.167), ('Sacred 3', 0.149), ('BlazBlue: Calamity Trigger', 0.147)]"
283880,"[('Magicka', 0.17), ('Super Night Riders', 0.154), ('Picross Touch', 0.141), ('Dragon Saga', 0.121), ('Commander Cool 2', 0.114)]"
427810,"[('Hexcells', 0.135), ('Tormentum - Dark Sorrow', 0.134), ('Saints Row 2', 0.133), ('FootLOL: Epic Fail League', 0.13), ('Hexcells Infinite', 0.126)]"
262790,"[('The Withering', 0.188), ('They Bleed Pixels', 0.154), ('The Nightmare Cooperative', 0.107), ('Obscure', 0.107), ('Outland', 0.105)]"
388880,"[('A New Beginning - Final Cut', 0.097), ('Hate Plus', 0.095), (""Montague's Mount"", 0.092), ('Party Saboteurs', 0.085), ('Tower Unite', 0.083)]"
228260,"[('Cities XL Platinum', 0.173), ('Beyond Sol', 0.166), ('Party of Sin', 0.152), ('Grand Ages: Rome', 0.152), ('Idle Civilization', 0.141)]"
236150,"[('Gunslingers', 0.172), ('Space Empires V', 0.167), (""Buzz Aldrin's Space Program Manager"", 0.165), ('Destination Sol', 0.151), ('Space Run', 0.15)]"
248550,"[('Dungeon Fighter Online', 0.2), ('Retro/Grade', 0.149), ('Insanely Twisted Shadow Planet', 0.14), ('Block N Load', 0.132), ('Sora', 0.13)]"
200010,"[('Super Switch', 0.259), ('A Story About My Uncle', 0.137), ('Braid', 0.131), ('Sven Co-op', 0.129), ('Toki Tori 2+', 0.125)]"
298030,"[('Lords of the Black Sun', 0.112), ('Roguelands', 0.11), ('Supreme Commander', 0.105), ('Reign Of Kings', 0.098), ('Sniper Elite', 0.095)]"
459910,"[('System Shock 2', 0.0), ('The Silent Age', 0.0), ('Aviary Attorney', 0.0), ('The Old Tree', 0.0), ('Grand Theft Auto: Episodes from Liberty City', 0.0)]"
376770,"[('Dysfunctional Systems: Learning to Manage Chaos', 0.121), (""Helen's Mysterious Castle"", 0.114), ('Mini Motor Racing EVO', 0.112), ('Rogue Legacy', 0.108), ('Teddy Floppy Ear - Kayaking', 0.102)]"
356570,"[('Party Saboteurs', 0.197), ('Tower Unite', 0.194), ('Move or Die', 0.192), ('Paper Sorcerer', 0.175), ('The Jackbox Party Pack', 0.154)]"
261700,"[('Tasty Blue', 0.085), ('Francisca', 0.077), ('Carpe Diem', 0.065), ('Costume Quest 2', 0.062), ('Pox Nora', 0.06)]"
201070,"[('Labyronia RPG', 0.194), ('The Silent Age', 0.139), ('Tap Heroes', 0.135), ('A New Beginning - Final Cut', 0.125), ('You Are Not The Hero', 0.115)]"
1690,"[('Gratuitous Space Battles', 0.209), ('Space Run', 0.188), ('Starpoint Gemini 2', 0.167), ('Empyrion - Galactic Survival', 0.165), (""Buzz Aldrin's Space Program Manager"", 0.163)]"
264120,"[('FlatOut', 0.327), ('Super Night Riders', 0.305), ('Drift Streets Japan', 0.269), ('TrackMania² Canyon', 0.265), ('TrackMania² Valley', 0.235)]"
448510,"[('Sven Co-op', 0.15), ('Rogue Stormers', 0.116), ('Cook, Serve, Delicious!', 0.112), ('Borderlands', 0.107), ('Ricochet', 0.1)]"
231140,"[('Cities in Motion 2', 0.393), ('Cities XXL', 0.334), ('Ticket to Ride', 0.287), ('Fallen Enchantress: Legendary Heroes', 0.173), ('Cities in Motion', 0.166)]"
348290,"[('Hospital Tycoon', 0.192), ('Daylight', 0.142), ('ABZU', 0.119), ('Monster Loves You!', 0.117), ('Life is Hard', 0.11)]"
293900,"[('Unpossible', 0.122), (""Penguins Arena: Sedna's World"", 0.11), ('Verde Station', 0.095), ('Natural Selection 2', 0.094), ('Heliborne', 0.091)]"
63660,"[('Aliens versus Predator Classic 2000', 0.175), ('The Silent Age', 0.158), ('F.E.A.R.', 0.157), ('Jolly Rover', 0.153), ('The Journey Down: Chapter Two', 0.152)]"
351510,"[('The Jackbox Party Pack', 0.339), ('Just Cause', 0.251), ('Velocibox', 0.148), ('Party Saboteurs', 0.128), ('Party Jousting', 0.114)]"
389510,"[('Death Stair', 0.156), ('Half-Life', 0.146), ('Nexuiz', 0.129), ('Victory: The Age of Racing', 0.113), ('DOOM', 0.108)]"
32350,"[('SpaceCorn', 0.174), ('Out There Somewhere', 0.125), ('STAR WARS™ Galactic Battlegrounds Saga', 0.114), ('Reus', 0.111), ('Meridian: New World', 0.106)]"
12140,"[('Max Payne 2: The Fall of Max Payne', 0.252), ('Max Payne 3', 0.235), ('Max: The Curse of Brotherhood', 0.177), ('Mad Max', 0.138), ('Echoes+', 0.113)]"
294540,"[('Freddi Fish and The Case of the Missing Kelp Seeds', 0.199), ('Frederic: Evil Strikes Back', 0.153), ('Big Fish Legend', 0.145), ('Feed and Grow: Fish', 0.125), ('Garshasp: The Monster Slayer', 0.085)]"
209270,"[('The Escapists', 0.121), ('Epic Battle Fantasy 4', 0.119), ('Human: Fall Flat', 0.113), ('Battle Islands', 0.108), ('The Juicer', 0.101)]"
342570,"[('System Shock 2', 0.0), ('The Silent Age', 0.0), ('Aviary Attorney', 0.0), ('The Old Tree', 0.0), ('Grand Theft Auto: Episodes from Liberty City', 0.0)]"
353090,"[('Earth Defense Force: Insect Armageddon', 0.124), ('Guardians of Middle-earth', 0.109), ('Freedom Force', 0.107), ('X-COM: Enforcer', 0.086), ('Beware Planet Earth', 0.085)]"
412140,"[('System Shock 2', 0.0), ('The Silent Age', 0.0), ('Aviary Attorney', 0.0), ('The Old Tree', 0.0), ('Grand Theft Auto: Episodes from Liberty City', 0.0)]"
259450,"[('Crypt of the NecroDancer', 0.173), ('Cosmonautica', 0.169), ('Windward', 0.15), ('3089 -- Futuristic Action RPG', 0.148), ('Destination Sol', 0.147)]"
231060,"[('Ragnarok Clicker', 0.31), ('From Dust', 0.223), ('Fieldrunners 2', 0.126), ('Magicka', 0.126), ('Dungeon Siege III', 0.114)]"
432590,"[('Deadfall Adventures', 0.127), ('Avenging Angel', 0.12), ('3079 -- Block Action RPG', 0.119), ('Voices from the Sea', 0.117), ('Kivi, Toilet and Shotgun', 0.115)]"
506140,"[('You Are Not The Hero', 0.193), ('Battleborn', 0.156), ('RPG Tycoon', 0.15), ('Golden Rush', 0.147), ('Tap Heroes', 0.145)]"
376140,"[('Cities XL Platinum', 0.139), ('Cities in Motion 2', 0.131), ('Grand Ages: Rome', 0.125), ('Cities XXL', 0.123), ('Beyond Sol', 0.12)]"
349480,"[('Sven Co-op', 0.211), ('Black Mesa', 0.184), ('The Quest', 0.176), ('Dragon Nest', 0.164), ('Half-Life Deathmatch: Source', 0.164)]"
292600,"[('klocki', 0.173), ('Hook', 0.116), ('oO', 0.11), ('Tinboy', 0.089), ('Toki Tori 2+', 0.087)]"
290140,"[('System Shock 2', 0.0), ('The Silent Age', 0.0), ('Aviary Attorney', 0.0), ('The Old Tree', 0.0), ('Grand Theft Auto: Episodes from Liberty City', 0.0)]"
38740,"[('MX vs. ATV Supercross Encore', 0.17), ('You Have 10 Seconds', 0.17), ('BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien', 0.169), (""Hamilton's Great Adventure"", 0.145), ('The Lost Mythologies', 0.145)]"
214770,"[('Guacamelee! Super Turbo Championship Edition', 0.439), ('Cavern Kings', 0.13), ('Dungeon Souls', 0.122), ('Saturday Morning RPG', 0.105), ('Atulos Online', 0.102)]"
7660,"[('Satellite Reign', 0.119), ('Cities: Skylines', 0.112), (""Lone Survivor: The Director's Cut"", 0.1), ('Cities XL Platinum', 0.099), ('X-COM: Enforcer', 0.097)]"
7730,"[('Earth Defense Force: Insect Armageddon', 0.146), ('SteamWorld Dig', 0.142), ('Call of Duty: World at War', 0.136), ('X-COM: Enforcer', 0.128), ('X3: Reunion', 0.123)]"
449940,"[('3DRPG', 0.133), ('Half Minute Hero: The Second Coming', 0.123), ('God Mode', 0.116), ('Desktop Dungeons', 0.109), ('Deep Dungeons of Doom', 0.107)]"
95700,"[('Stray Cat Crossing', 0.185), ('Spooky Cats', 0.09), ('The Cat Lady', 0.085), ('Nyan Cat: Lost In Space', 0.081), ('Democracy 3', 0.08)]"
255220,"[('GRID 2', 0.152), ('Airships: Conquer the Skies', 0.109), ('Shift 2 Unleashed', 0.109), ('Lords of the Black Sun', 0.107), ('Rivals of Aether', 0.093)]"
377860,"[('Crusader Kings II', 0.12), ('FORCED SHOWDOWN', 0.116), ('Starward Rogue', 0.115), ('Hyperspace Invaders II: Pixel Edition', 0.109), ('Ori and the Blind Forest: Definitive Edition', 0.103)]"
444000,"[('Victory: The Age of Racing', 0.305), ('Shmadow', 0.252), ('TrackMania² Valley', 0.224), ('Stellar 2D', 0.21), ('Bit Blaster XL', 0.188)]"
363270,"[('Gas Guzzlers Extreme', 0.151), ('Crayon Physics Deluxe', 0.119), ('Gear Up', 0.117), ('NARUTO SHIPPUDEN: Ultimate Ninja STORM 4', 0.111), ('TrackMania² Canyon', 0.103)]"
364690,"[('Marvel Puzzle Quest', 0.197), ('The Impossible Game', 0.155), ('Super Switch', 0.147), ('Really Big Sky', 0.145), ('Stellar 2D', 0.138)]"
39190,"[('Dragon Nest', 0.203), ('Towns', 0.181), ('Instant Dungeon!', 0.18), ('Runers', 0.18), ('FATE', 0.176)]"
274250,"[('Canabalt', 0.113), ('Godus Wars', 0.113), ('Crusader Kings II', 0.101), ('Rage Runner', 0.095), ('Airport Simulator 2014', 0.09)]"
299660,"[('Stellar 2D', 0.161), ('A Bird Story', 0.14), ('Reflex', 0.132), ('Spellweaver', 0.124), ('Royal Quest', 0.124)]"
297110,"[('Funk of Titans', 0.113), ('The Music Machine', 0.103), ('Beat Hazard', 0.098), ('Frederic: Resurrection of Music', 0.095), ('Boo Bunny Plague', 0.09)]"
216260,"[('Cricket Captain 2015', 0.469), ('Shadow Harvest: Phantom Ops', 0.127), ('Mini Motor Racing EVO', 0.126), ('Survarium', 0.125), ('The Silent Age', 0.115)]"
328940,"[('Rage Runner', 0.161), ('From Dust', 0.124), ('Empyrion - Galactic Survival', 0.118), ('NARUTO SHIPPUDEN: Ultimate Ninja STORM 4', 0.116), ('Kingdom: Classic', 0.113)]"
328500,"[('Cities XL Platinum', 0.11), ('Kingdom Rush', 0.106), ('Master Spy', 0.101), ('Cities in Motion 2', 0.097), ('Deathmatch Classic', 0.089)]"
234650,"[(""Shadowrun: Dragonfall - Director's Cut"", 0.247), ('Gunslingers', 0.24), ('Shadowrun Chronicles - Boston Lockdown', 0.169), ('FINAL FANTASY VII', 0.144), ('Battle Brothers', 0.119)]"
459820,"[('Fable - The Lost Chapters', 0.152), ('1943 Megami Strike', 0.144), ('ACE Academy', 0.127), ('HuniePop', 0.125), ('Rock of Ages', 0.121)]"
342230,"[('Battle Islands', 0.128), ('Steel Storm: Burning Retribution', 0.122), ('Sky Gamblers: Storm Raiders', 0.118), ('Rivals of Aether', 0.116), ('X Rebirth', 0.113)]"
395200,"[('Tap Heroes', 0.111), ('SHOWTIME 2073', 0.103), ('Zero Punctuation: Hatfall - Hatters Gonna Hat Edition', 0.102), ('Murder Miners', 0.089), ('Rampage Knights', 0.088)]"
283640,"[('CrossCode', 0.184), ('Stellar 2D', 0.152), ('Massive', 0.134), ('FEZ', 0.123), ('bit Dungeon II', 0.11)]"
208750,"[('Labyronia RPG', 0.147), ('Viking: Battle for Asgard', 0.13), ('BRINK', 0.115), ('The Fall', 0.109), ('Refunct', 0.101)]"
308270,"[('Kerbal Space Program', 0.241), ('Space Run', 0.186), ('Starpoint Gemini 2', 0.165), ('Space Empires V', 0.163), ('Destination Sol', 0.158)]"
